rank,player,id,team,age,pos,yards_before_catch,ybc_per_reception,yards_after_catch,before_catch_perc,yac_per_reception,depth_of_target,broken_tackles,broken_tackles_per_reception,drops,drop_perc,interceptions_on_targets,passer_rating,games,games_started,targets,receptions,catch_perc,yards,yards_per_reception,td_per_reception,td,firstdowns_per_reception,first_downs,long,yards_per_target,receptions_per_game,yards_per_game,fumbles,fum_per_reception
430,Cam Newton,NewtCa00,NWE,31,QB,17,8.5,18,0.485714286,9,8.5,0,0,0,0,0,158.3,15,15,2,2,1,35,17.5,0.5,1,1,2,19,17.5,0.1,2.3,6,3
372,Ke'Shawn Vaughn,VaugKe00,TAM,23,,11,2.2,23,0.323529412,4.6,2.4,0,0,3,30,0,91.2,10,0,10,5,0.5,34,6.8,0.2,1,0.4,2,13,3.4,0.5,3.4,1,0.2
379,Tevin Coleman,ColeTe01,SFO,27,rb,13,3.3,21,0.382352941,5.3,2.6,1,0.25,0,0,0,95,8,1,5,4,0.8,34,8.5,0,0,0.5,2,18,6.8,0.5,4.3,0,0
386,Andre Roberts*,RobeAn00,BUF,32,,29,7.3,5,0.852941176,1.3,9.6,0,0,1,20,1,55.4,15,0,5,4,0.8,34,8.5,0,0,0.5,2,16,6.8,0.3,2.3,3,0.75
327,Jamycal Hasty,HastJa02,SFO,24,,-14,-2,47,-0.424242424,6.7,-2.4,0,0,0,0,0,83.9,8,0,8,7,0.875,33,4.7,0,0,0,0,16,4.1,0.9,4.1,1,0.142857143
409,Nick Westbrook-Ikhine,WestNi00,TEN,23,wr,28,9.3,5,0.848484848,1.7,10.3,0,0,0,0,1,10.9,14,1,8,3,0.375,33,11,0,0,1,3,19,4.1,0.2,2.4,0,0
395,Terry Godwin,GodwTe00,JAX,24,,29,9.7,3,0.90625,1,11.7,0,0,1,16.7,0,66,3,0,6,3,0.5,32,10.7,0,0,0.666666667,2,21,5.3,1,10.7,0,0
387,Seth Roberts,RobeSe00,CAR,29,,9,2.3,22,0.290322581,5.5,7.3,1,0.25,0,0,0,79.2,7,1,6,4,0.667,31,7.8,0,0,0.5,2,12,5.2,0.6,4.4,0,0
415,Daniel Brown,BrowDa04,NYJ,28,te,10,5,21,0.322580645,10.5,5,0,0,0,0,0,118.7,16,1,2,2,1,31,15.5,0,0,1,2,18,15.5,0.1,1.9,0,0
373,DeAndre Washington,WashDe00,2TM,27,,7,1.4,23,0.233333333,4.6,2.6,0,0,0,0,,56.2,4,1,10,5,0.5,30,6,0,0,0.4,2,10,3,1.3,7.5,0,0
374,Trayveon Williams,WillTr06,CIN,23,,-11,-2.2,41,-0.366666667,8.2,-2.2,2,0.4,0,0,0,91.7,10,0,5,5,1,30,6,0,0,0.2,1,13,6,0.5,3,1,0.2
402,Marlon Mack,MackMa00,IND,24,rb,-1,-0.3,31,-0.033333333,10.3,-0.3,0,0,0,0,0,108.3,1,1,3,3,1,30,10,0,0,0.333333333,1,19,10,3,30,0,0
340,Josh Adams,AdamJo03,NYJ,24,,5,0.8,24,0.172413793,4,0.1,0,0,0,0,0,79.7,8,0,8,6,0.75,29,4.8,0,0,0.333333333,2,11,3.6,0.8,3.6,0,0
434,Isaiah Zuber,ZubeIs00,NWE,23,,-1,-0.5,30,-0.034482759,15,-0.5,1,0.5,0,0,0,118.7,4,0,2,2,1,29,14.5,0,0,0.5,1,16,14.5,0.5,7.3,0,0
329,Phillip Lindsay,LindPh00,DEN,26,rb,-11,-1.6,39,-0.392857143,5.6,-0.4,2,0.285714286,2,14.3,0,56.2,11,8,14,7,0.5,28,4,0,0,0.142857143,1,11,2,0.6,2.5,0,0
378,Michael Burton,BurtMi00,NOR,28,fb,6,1.5,22,0.214285714,5.5,1.5,0,0,0,0,0,95.8,15,4,4,4,1,28,7,0,0,0.25,1,12,7,0.3,1.9,0,0
392,Austin Carr,CarrAu00,NOR,27,,16,5.3,11,0.592592593,3.7,8,0,0,0,0,0,132.3,6,0,4,3,0.75,27,9,0.333333333,1,1,3,11,6.8,0.5,4.5,0,0
403,Ty Montgomery,MontTy01,NOR,27,rb,-6,-2,33,-0.222222222,11,1.7,0,0,1,16.7,0,62.5,6,1,6,3,0.5,27,9,0,0,0.333333333,1,17,4.5,0.5,4.5,0,0
423,Darrynton Evans,EvanDa02,TEN,22,,-2,-1,29,-0.074074074,14.5,-0.5,0,0,0,0,0,111.5,5,0,4,2,0.5,27,13.5,0.5,1,1,2,24,6.8,0.4,5.4,0,0
493,Austin Walter,WaltAu00,SFO,24,,-6,-6,33,-0.222222222,33,-6,0,0,0,0,0,118.7,4,0,1,1,1,27,27,0,0,1,1,27,27,0.3,6.8,0,0
406,Diontae Spencer,SpenDi00,DEN,28,,14,4.7,12,0.538461538,4,5.5,0,0,0,0,0,61.8,11,0,6,3,0.5,26,8.7,0,0,0.333333333,1,10,4.3,0.3,2.4,2,0.666666667
421,Dominique Dafney,DafnDo00,GNB,23,te,16,8,10,0.615384615,5,8,0,0,0,0,0,158.3,5,2,2,2,1,26,13,0.5,1,1,2,13,13,0.4,5.2,0,0
492,Zeke Turner,TurnZe00,ARI,24,,14,14,12,0.538461538,12,14,0,0,0,0,0,118.7,16,0,1,1,1,26,26,0,0,1,1,26,26,0.1,1.6,0,0
358,Corey Clement,ClemCo00,PHI,26,,-7,-1.4,32,-0.28,6.4,-1.7,0,0,1,16.7,0,84,15,0,6,5,0.833,25,5,0,0,0.4,2,12,4.2,0.3,1.7,0,0
363,Gabe Nabers,NabeGa00,LAC,23,fb,2,0.4,23,0.08,4.6,0.9,0,0,2,28.6,0,116.1,16,5,7,5,0.714,25,5,0.4,2,0.4,2,9,3.6,0.3,1.6,0,0
396,Jaeden Graham,GrahJa01,ATL,25,,11,3.7,14,0.44,4.7,3.6,0,0,1,20,0,72.9,16,0,5,3,0.6,25,8.3,0,0,0.333333333,1,11,5,0.2,1.6,0,0
425,Daurice Fountain,FounDa00,IND,25,,23,11.5,0,1,0,9.3,0,0,0,0,0,89.6,5,0,3,2,0.667,23,11.5,0,0,1,2,12,7.7,0.4,4.6,0,0
469,Jake Kumerow,KumeJa00,BUF,28,,22,22,0,1,0,22,0,0,0,0,0,158.3,6,0,1,1,1,22,22,1,1,1,1,22,22,0.2,3.7,0,0
499,T.J. Yeldon,YeldT.00,BUF,27,,22,22,0,1,0,3.5,0,0,1,25,0,89.6,3,0,4,1,0.25,22,22,1,1,1,1,22,5.5,0.3,7.3,1,1
389,Jonathan Williams,WillJo07,DET,26,,-2,-0.5,23,-0.095238095,5.8,-0.5,0,0,0,0,0,88.5,5,0,4,4,1,21,5.3,0,0,0.5,2,10,5.3,0.8,4.2,1,0.25
422,AJ Dillon,DillAJ00,GNB,22,,5,2.5,16,0.238095238,8,2.5,1,0.5,0,0,0,110.4,11,0,2,2,1,21,10.5,0,0,0.5,1,16,10.5,0.2,1.9,0,0
355,Tavon Austin,AustTa00,GNB,30,,-22,-4.4,42,-1.1,8.4,-4.4,0,0,0,0,0,83.3,4,0,5,5,1,20,4,0,0,0.2,1,7,4,1.3,5,1,0.2
361,Justice Hill,HillJu00,BAL,23,,-7,-1.4,27,-0.35,5.4,-1.4,0,0,0,0,0,83.3,12,0,5,5,1,20,4,0,0,0,0,8,4,0.4,1.7,0,0
419,Antonio Callaway,CallAn00,MIA,23,wr,17,8.5,3,0.85,1.5,7,0,0,0,0,0,64.6,5,1,4,2,0.5,20,10,0,0,0.5,1,13,5,0.4,4,0,0
432,Elijhaa Penny,PennEl00,NYG,27,,4,2,16,0.2,8,1.3,0,0,0,0,0,85.4,14,0,3,2,0.667,20,10,0,0,0.5,1,11,6.7,0.1,1.4,0,0
497,Antonio Williams,WillAn03,BUF,23,,4,4,16,0.2,16,4,0,0,0,0,0,118.7,1,0,1,1,1,20,20,0,0,1,1,20,20,1,20,0,0
390,Deontay Burnett,BurnDe00,PHI,23,,15,5,4,0.789473684,1.3,3.8,0,0,0,0,0,84.4,2,0,4,3,0.75,19,6.3,0,0,0.333333333,1,10,4.8,1.5,9.5,0,0
404,Alfred Morris,MorrAl00,NYG,32,,2,0.7,17,0.105263158,5.7,1,1,0.333333333,0,0,0,124,9,0,4,3,0.75,19,6.3,0.333333333,1,0.666666667,2,9,4.8,0.3,2.1,0,0
354,Alex Armah,ArmaAl00,CAR,26,,-2,-0.4,20,-0.111111111,4,0.2,0,0,3,33.3,0,60.9,16,1,9,5,0.556,18,3.6,0,0,0.2,1,14,2,0.3,1.1,0,0
365,C.J. Prosise,ProsC.00,HOU,26,,-8,-1.6,26,-0.444444444,5.2,-1.6,0,0,0,0,0,121.2,10,0,5,5,1,18,3.6,0.2,1,0.2,1,10,3.6,0.5,1.8,1,0.2
413,Reggie Bonnafon,BonnRe00,CAR,24,,-2,-1,20,-0.111111111,10,-1,0,0,0,0,0,143.7,2,0,2,2,1,18,9,0.5,1,1,2,15,9,1,9,0,0
433,John Ross,RossJo00,CIN,25,wr,14,7,3,0.823529412,1.5,12,0,0,1,14.3,0,39.6,3,1,7,2,0.286,17,8.5,0,0,0.5,1,15,2.4,0.7,5.7,0,0
381,Josh Malone,MaloJo00,NYJ,24,,8,2,8,0.5,2,2.8,0,0,1,16.7,0,70.1,4,0,6,4,0.667,16,4,0,0,0.25,1,13,2.7,1,4,0,0
391,Trenton Cannon,CannTr00,CAR,26,,3,1,13,0.1875,4.3,1,1,0.333333333,0,0,0,88.9,14,0,3,3,1,16,5.3,0,0,0.333333333,1,19,5.3,0.2,1.1,0,0
401,Dalton Keene,KeenDa00,NWE,21,,15,5,1,0.9375,0.3,8.8,0,0,0,0,0,65.4,6,0,5,3,0.6,16,5.3,0,0,0,0,8,3.2,0.5,2.7,1,0.333333333
405,Eric Saubert,SaubEr00,JAX,26,,9,3,7,0.5625,2.3,3.3,0,0,0,0,1,41.7,8,4,4,3,0.75,16,5.3,0,0,0,0,9,4,0.4,2,0,0
427,Reggie Gilliam,GillRe00,BUF,23,,8,4,8,0.5,4,4,0,0,0,0,0,139.6,14,0,2,2,1,16,8,0.5,1,1,2,15,8,0.1,1.1,0,0
431,Colby Parkinson,ParkCo02,SEA,21,,11,5.5,5,0.6875,2.5,5.5,1,0.5,0,0,0,100,6,0,2,2,1,16,8,0,0,1,2,10,8,0.3,2.7,0,0
484,Jaleel Scott,ScotJa02,NYJ,25,wr,13,13,3,0.8125,3,13,0,0,0,0,0,118.7,1,1,1,1,1,16,16,0,0,1,1,16,16,1,16,0,0
476,Donte Moncrief,MoncDo00,NWE,27,,1,1,14,0.066666667,14,2.5,0,0,0,0,0,75,6,0,2,1,0.5,15,15,0,0,1,1,15,7.5,0.2,2.5,0,0
400,D'Ernest Johnson,JohnDE04,CLE,24,,2,0.7,12,0.142857143,4,0,0,0,1,25,0,79.2,16,0,4,3,0.75,14,4.7,0,0,0,0,5,3.5,0.2,0.9,1,0.333333333
441,Derek Carrier,CarrDe00,LVR,30,,-4,-4,18,-0.285714286,18,-4,1,1,0,0,0,118.7,16,0,1,1,1,14,14,0,0,1,1,14,14,0.1,0.9,0,0
481,James Proche,ProcJa00,BAL,24,,6,6,8,0.428571429,8,4,0,0,0,0,2,9.7,14,0,3,1,0.333,14,14,0,0,1,1,14,4.7,0.1,1,0,0
428,Andy Janovich,JanoAn00,CLE,27,fb,1,0.5,12,0.076923077,6,1.8,1,0.5,2,40,0,47.9,14,3,5,2,0.4,13,6.5,0,0,0.5,1,13,2.6,0.1,0.9,0,0
468,Keith Kirkwood,KirkKe00,CAR,26,,4,4,9,0.307692308,9,16,1,1,0,0,0,70.8,1,0,2,1,0.5,13,13,0,0,0,0,13,6.5,1,13,0,0
478,Siran Neal,NealSi00,BUF,26,,10,10,3,0.769230769,3,10,0,0,0,0,0,118.7,16,0,1,1,1,13,13,0,0,1,1,13,13,0.1,0.8,0,0
486,Vyncint Smith,SmitVy00,NYJ,24,,12,12,1,0.923076923,1,13,0,0,0,0,0,47.9,7,0,3,1,0.333,13,13,0,0,1,1,13,4.3,0.1,1.9,0,0
376,Peyton Barber,BarbPe01,WAS,26,rb,1,0.3,11,0.083333333,2.8,0.1,0,0,1,14.3,0,62.2,16,2,7,4,0.571,12,3,0,0,0.25,1,7,1.7,0.3,0.8,0,0
435,Josh Allen *,AlleJo02,BUF,24,QB,-5,-5,17,-0.416666667,17,-5,1,1,0,0,0,156.2,16,16,1,1,1,12,12,1,1,1,1,12,12,0.1,0.8,9,9
446,Josiah Deguara,DeguJo00,GNB,23,te,1,1,11,0.083333333,11,12,0,0,0,0,0,68.7,2,1,2,1,0.5,12,12,0,0,1,1,12,6,0.5,6,0,0
459,Cody Hollister,HollCo00,TEN,27,,10,10,2,0.833333333,2,10,0,0,0,0,0,116.7,2,0,1,1,1,12,12,0,0,1,1,12,12,0.5,6,0,0
465,Blake Jarwin,JarwBl00,DAL,26,te,12,12,0,1,0,12,0,0,0,0,0,116.7,1,1,1,1,1,12,12,0,0,1,1,12,12,1,12,0,0
498,Luke Willson,WillLu00,2TM,30,,10,10,2,0.833333333,2,4.3,0,0,0,0,,46.5,8,0,3,1,0.333,12,12,0,0,0,0,12,4,0.1,1.5,0,0
426,Bennie Fowler,FowlBe00,NOR,29,,10,5,1,0.909090909,0.5,7.8,0,0,1,16.7,1,2.8,5,0,6,2,0.333,11,5.5,0,0,0.5,1,7,1.8,0.4,2.2,0,0
440,Stephen Carlson,CarlSt00,CLE,24,te,0,0,11,0,11,0,0,0,0,0,0,66.7,16,2,2,1,0.5,11,11,0,0,1,1,11,5.5,0.1,0.7,0,0
466,Marcus Kemp,KempMa00,2TM,25,,1,1,10,0.090909091,10,1,0,0,0,0,,112.5,11,0,1,1,1,11,11,0,0,1,1,11,11,0.1,1,0,0
480,Dak Prescott,PresDa01,DAL,27,qb,10,10,1,0.909090909,1,10,0,0,0,0,0,152.1,5,5,1,1,1,11,11,1,1,1,1,11,11,0.2,2.2,3,3
494,Jonathan Ward,WardJo00,ARI,23,,-4,-4,15,-0.363636364,15,-4,0,0,0,0,0,152.1,14,0,1,1,1,11,11,1,1,1,1,11,11,0.1,0.8,0,0
414,Mike Boone,BoonMi00,MIN,25,,-7,-3.5,17,-0.7,8.5,-3.5,0,0,0,0,0,87.5,16,0,2,2,1,10,5,0,0,0,0,6,5,0.1,0.6,0,0
447,Gehrig Dieter,DietGe00,KAN,27,,5,5,5,0.5,5,7.5,0,0,0,0,0,64.6,4,0,2,1,0.5,10,10,0,0,1,1,10,5,0.3,2.5,0,0
449,Ben Ellefson,ElleBe00,JAX,24,te,7,7,3,0.7,3,11.3,0,0,1,25,1,0,7,4,4,1,0.25,10,10,0,0,1,1,10,2.5,0.1,1.4,0,0
457,Temarrick Hemingway,HemiTe00,WAS,27,,4,4,6,0.4,6,3.5,0,0,0,0,0,64.6,8,0,2,1,0.5,10,10,0,0,1,1,10,5,0.1,1.3,0,0